32,17,2,0,0,0,0,1,4,6,10,17,22,24,19,3,5,14,0,183,115,56,117,17,42,65,65,126,189,123,46,73,72,66,70,134,147,107,59,5,15,22,25,29,27,24,25,35,38,40
32,19,15,22,21,21,21,17,14,10,6,4,2,2,1,2,15,22,0,15,63,25,21,42,35,66,72,56,131,209,146,42,72,70,55,133,240,221,39,2,22,25,25,27,27,25,27,33,38,42
33,22,22,29,32,30,30,30,29,29,29,25,27,24,21,14,15,15,10,0,19,55,55,35,22,68,42,158,255,239,111,49,72,42,110,255,255,127,0,12,24,24,25,25,25,27,30,35,39,42
36,27,25,32,35,35,30,33,30,29,32,33,32,33,29,21,19,15,15,14,0,17,69,167,82,39,61,124,195,129,49,72,72,63,96,169,97,0,5,22,22,24,25,24,24,24,27,35,40,40
38,29,27,30,32,35,32,32,33,30,30,32,33,33,29,22,21,17,12,14,5,0,2,214,212,36,69,51,122,203,151,43,79,77,40,0,0,4,21,19,21,24,25,27,27,24,27,36,40,43
35,29,29,32,35,35,33,33,36,35,30,29,32,32,30,27,24,17,10,10,10,3,0,95,209,77,24,147,255,255,135,38,45,19,1,4,32,30,19,19,22,27,30,30,30,30,30,36,40,43
35,25,25,30,32,35,35,36,36,33,32,32,32,30,29,27,24,21,10,6,6,8,3,0,47,73,54,143,228,131,12,14,2,5,19,30,35,27,17,17,22,30,32,33,32,32,35,38,42,45
35,27,27,29,30,32,32,33,35,33,33,35,35,30,29,25,25,24,15,10,8,6,8,2,0,42,73,42,8,0,2,8,17,15,21,29,29,24,17,19,24,29,32,33,33,35,38,39,42,45
35,29,30,32,33,33,33,33,33,33,33,33,35,35,35,29,27,27,24,15,12,10,10,19,6,0,5,2,1,22,24,15,15,17,21,25,30,27,24,24,27,30,33,36,38,38,38,40,43,43
36,29,30,33,33,33,35,35,35,36,33,32,32,33,33,30,30,29,25,21,17,14,10,15,15,6,6,21,30,32,24,14,17,17,21,27,30,27,25,27,29,32,35,38,38,38,39,42,43,43
35,30,32,33,33,33,33,33,33,32,33,33,35,33,33,30,29,27,25,21,17,15,12,12,14,15,17,24,30,25,19,14,15,17,19,24,29,25,24,24,27,32,36,38,38,40,42,42,43,42
39,35,35,35,35,36,35,36,36,35,33,33,33,35,36,35,35,33,30,25,21,19,19,19,19,19,21,24,30,30,25,22,22,22,24,27,29,30,29,29,30,35,38,40,42,43,43,45,46,46
